,postcode,sqkm,baths,beds,parking,propertyType,sales,volume
0,2000,4.2873,1.0,0.0,0.0,apartment,30028480.0,65.0
1,2000,4.2873,1.0,0.0,0.0,other,305000.0,1.0
2,2000,4.2873,1.0,0.0,1.0,apartment,4835000.0,11.0
3,2000,4.2873,1.0,1.0,0.0,apartment,271561586.0,438.0
4,2000,4.2873,1.0,1.0,0.0,house,5491000.0,3.0
5,2000,4.2873,1.0,1.0,0.0,other,2685000.0,5.0
6,2000,4.2873,1.0,1.0,0.0,semi detached,2400000.0,1.0
7,2000,4.2873,1.0,1.0,1.0,apartment,310570300.0,333.0
8,2000,4.2873,1.0,1.0,1.0,house,2260000.0,2.0
9,2000,4.2873,1.0,1.0,1.0,other,318000.0,1.0
10,2000,4.2873,1.0,1.0,2.0,apartment,1980000.0,2.0
11,2000,4.2873,1.0,1.0,3.0,apartment,54896489.0,94.0
12,2000,4.2873,1.0,1.0,3.0,house,330000.0,1.0
13,2000,4.2873,1.0,2.0,0.0,apartment,27569500.0,31.0
14,2000,4.2873,1.0,2.0,0.0,house,12018000.0,7.0
15,2000,4.2873,1.0,2.0,0.0,semi detached,3765000.0,2.0
16,2000,4.2873,1.0,2.0,1.0,apartment,59049638.0,68.0
17,2000,4.2873,1.0,2.0,2.0,apartment,2430000.0,2.0
18,2000,4.2873,1.0,2.0,3.0,semi detached,2150000.0,1.0
19,2000,4.2873,1.0,3.0,0.0,apartment,625000.0,1.0
20,2000,4.2873,1.0,3.0,0.0,house,96914000.0,41.0
21,2000,4.2873,1.0,3.0,0.0,semi detached,11177000.0,5.0
22,2000,4.2873,1.0,4.0,0.0,house,31326000.0,13.0
23,2000,4.2873,1.0,4.0,3.0,apartment,6214000.0,15.0
24,2000,4.2873,2.0,1.0,0.0,apartment,6086000.0,4.0
25,2000,4.2873,2.0,1.0,1.0,apartment,32601000.0,25.0
26,2000,4.2873,2.0,1.0,2.0,apartment,1090000.0,1.0
27,2000,4.2873,2.0,1.0,3.0,apartment,1370000.0,2.0
28,2000,4.2873,2.0,2.0,0.0,apartment,32105600.0,35.0
29,2000,4.2873,2.0,2.0,0.0,semi detached,6510000.0,3.0
30,2000,4.2873,2.0,2.0,1.0,apartment,880633720.0,668.0
31,2000,4.2873,2.0,2.0,1.0,house,4705000.0,4.0
32,2000,4.2873,2.0,2.0,2.0,apartment,102227000.0,66.0
33,2000,4.2873,2.0,2.0,3.0,apartment,2700000.0,2.0
34,2000,4.2873,2.0,3.0,0.0,apartment,8351000.0,5.0
35,2000,4.2873,2.0,3.0,0.0,house,11200000.0,4.0
36,2000,4.2873,2.0,3.0,0.0,semi detached,2150000.0,1.0
37,2000,4.2873,2.0,3.0,1.0,apartment,73858300.0,51.0
38,2000,4.2873,2.0,3.0,2.0,apartment,378847888.0,159.0
39,2000,4.2873,2.0,3.0,2.0,house,2325000.0,1.0
40,2000,4.2873,2.0,3.0,3.0,apartment,23325000.0,8.0
41,2000,4.2873,2.0,4.0,0.0,house,60608000.0,19.0
42,2000,4.2873,2.0,4.0,0.0,semi detached,4990000.0,2.0
43,2000,4.2873,2.0,4.0,1.0,house,6300000.0,1.0
44,2000,4.2873,2.0,4.0,2.0,apartment,990000.0,1.0
45,2000,4.2873,2.0,4.0,3.0,house,7375000.0,2.0
46,2000,4.2873,2.0,4.0,3.0,semi detached,6720000.0,2.0
47,2000,4.2873,3.0,2.0,1.0,apartment,12165000.0,7.0
48,2000,4.2873,3.0,2.0,2.0,apartment,24320000.0,9.0
49,2000,4.2873,3.0,2.0,2.0,house,4105000.0,1.0
50,2000,4.2873,3.0,3.0,0.0,semi detached,200000.0,1.0
51,2000,4.2873,3.0,3.0,1.0,apartment,19878000.0,11.0
52,2000,4.2873,3.0,3.0,2.0,apartment,217473600.0,89.0
53,2000,4.2873,3.0,3.0,2.0,semi detached,12700000.0,4.0
54,2000,4.2873,3.0,3.0,3.0,apartment,30240000.0,7.0
55,2000,4.2873,3.0,4.0,0.0,house,22201000.0,6.0
56,2000,4.2873,3.0,4.0,1.0,apartment,5342500.0,5.0
57,2000,4.2873,3.0,4.0,2.0,apartment,14267500.0,6.0
58,2000,4.2873,3.0,4.0,3.0,apartment,3021000.0,1.0
59,2000,4.2873,3.0,4.0,3.0,house,4700000.0,1.0
60,2000,4.2873,4.0,3.0,0.0,house,4175000.0,1.0
61,2000,4.2873,4.0,3.0,2.0,apartment,26290000.0,7.0
62,2000,4.2873,4.0,3.0,2.0,semi detached,10900000.0,3.0
63,2000,4.2873,4.0,3.0,3.0,apartment,32425000.0,5.0
64,2000,4.2873,4.0,4.0,0.0,house,12307000.0,4.0
65,2000,4.2873,4.0,4.0,2.0,apartment,7486800.0,3.0
66,2000,4.2873,4.0,4.0,3.0,apartment,23550000.0,3.0
67,2000,4.2873,4.0,4.0,3.0,house,5725000.0,1.0
68,2000,4.2873,4.0,4.0,3.0,other,10200000.0,2.0
69,2000,4.2873,5.0,4.0,0.0,house,3200000.0,1.0
70,2000,4.2873,5.0,4.0,1.0,other,130000.0,1.0
71,2000,4.2873,5.0,4.0,2.0,apartment,2300000.0,1.0
72,2000,4.2873,5.0,4.0,3.0,apartment,31713000.0,6.0
73,2000,4.2873,5.0,4.0,3.0,house,20000000.0,4.0
74,2000,4.2873,5.0,4.0,3.0,land,63000.0,1.0
75,2000,4.2873,5.0,4.0,3.0,other,39370000.0,4.0
76,2006,0.678,,,,,,
77,2007,0.5588000000000001,1.0,0.0,0.0,apartment,4315000.0,20.0
78,2007,0.5588000000000001,1.0,1.0,0.0,apartment,5893600.0,19.0
79,2007,0.5588000000000001,1.0,1.0,1.0,apartment,30561500.0,41.0
80,2007,0.5588000000000001,1.0,1.0,3.0,apartment,22562780.0,65.0
81,2007,0.5588000000000001,1.0,2.0,0.0,apartment,555000.0,2.0
82,2007,0.5588000000000001,1.0,2.0,1.0,apartment,26491500.0,32.0
83,2007,0.5588000000000001,1.0,2.0,1.0,semi detached,4000000.0,3.0
84,2007,0.5588000000000001,1.0,2.0,2.0,apartment,910000.0,1.0
85,2007,0.5588000000000001,1.0,2.0,3.0,apartment,1479000.0,5.0
86,2007,0.5588000000000001,1.0,2.0,3.0,house,1968000.0,2.0
87,2007,0.5588000000000001,1.0,3.0,0.0,house,2658000.0,2.0
88,2007,0.5588000000000001,1.0,3.0,1.0,house,1310000.0,1.0
89,2007,0.5588000000000001,1.0,3.0,3.0,semi detached,1310000.0,2.0
90,2007,0.5588000000000001,1.0,4.0,0.0,house,1250000.0,1.0
91,2007,0.5588000000000001,1.0,4.0,1.0,semi detached,1980000.0,1.0
92,2007,0.5588000000000001,1.0,4.0,2.0,semi detached,1680000.0,1.0
93,2007,0.5588000000000001,2.0,2.0,1.0,apartment,37116000.0,39.0
94,2007,0.5588000000000001,2.0,2.0,2.0,apartment,4056000.0,4.0
95,2007,0.5588000000000001,2.0,2.0,3.0,house,1250000.0,1.0
96,2007,0.5588000000000001,2.0,3.0,0.0,house,14991000.0,9.0
97,2007,0.5588000000000001,2.0,3.0,1.0,apartment,6566000.0,6.0
98,2007,0.5588000000000001,2.0,3.0,1.0,semi detached,4070000.0,3.0
99,2007,0.5588000000000001,2.0,3.0,2.0,apartment,16368000.0,11.0
100,2007,0.5588000000000001,2.0,3.0,2.0,house,2450000.0,1.0
101,2007,0.5588000000000001,2.0,3.0,3.0,apartment,1370000.0,1.0
102,2007,0.5588000000000001,2.0,4.0,0.0,house,2300000.0,1.0
103,2007,0.5588000000000001,2.0,4.0,1.0,semi detached,4070000.0,3.0
104,2007,0.5588000000000001,3.0,2.0,1.0,apartment,2230000.0,2.0
105,2007,0.5588000000000001,3.0,3.0,1.0,house,1510000.0,1.0
106,2007,0.5588000000000001,3.0,3.0,2.0,apartment,4488060.0,3.0
107,2007,0.5588000000000001,3.0,4.0,0.0,semi detached,1280000.0,1.0
108,2007,0.5588000000000001,3.0,4.0,1.0,apartment,2151000.0,1.0
109,2007,0.5588000000000001,3.0,4.0,2.0,apartment,1800000.0,1.0
110,2007,0.5588000000000001,3.0,4.0,3.0,house,2471000.0,1.0
111,2007,0.5588000000000001,3.0,4.0,3.0,semi detached,4890000.0,3.0
112,2007,0.5588000000000001,4.0,4.0,3.0,house,7970000.0,2.0
113,2007,0.5588000000000001,5.0,1.0,3.0,apartment,428000.0,2.0
114,2007,0.5588000000000001,5.0,4.0,3.0,apartment,1049000.0,6.0
115,2007,0.5588000000000001,5.0,4.0,3.0,semi detached,3388000.0,2.0
116,2008,0.8449999999999999,1.0,0.0,0.0,apartment,10809000.0,29.0
117,2008,0.8449999999999999,1.0,0.0,1.0,apartment,9179500.0,24.0
118,2008,0.8449999999999999,1.0,1.0,0.0,apartment,70343526.0,120.0
119,2008,0.8449999999999999,1.0,1.0,0.0,house,4896214.0,6.0
120,2008,0.8449999999999999,1.0,1.0,1.0,apartment,39718000.0,64.0
121,2008,0.8449999999999999,1.0,1.0,1.0,house,1902000.0,2.0
122,2008,0.8449999999999999,1.0,1.0,2.0,house,900000.0,1.0
123,2008,0.8449999999999999,1.0,1.0,3.0,apartment,7200000.0,11.0
124,2008,0.8449999999999999,1.0,2.0,0.0,apartment,5865000.0,8.0
125,2008,0.8449999999999999,1.0,2.0,0.0,house,57943000.0,55.0
126,2008,0.8449999999999999,1.0,2.0,0.0,semi detached,4525000.0,5.0
127,2008,0.8449999999999999,1.0,2.0,1.0,apartment,60330500.0,70.0
128,2008,0.8449999999999999,1.0,2.0,1.0,house,13754000.0,11.0
129,2008,0.8449999999999999,1.0,2.0,1.0,other,720200.0,1.0
130,2008,0.8449999999999999,1.0,2.0,1.0,semi detached,1500000.0,1.0
131,2008,0.8449999999999999,1.0,2.0,2.0,apartment,4017688.0,6.0
132,2008,0.8449999999999999,1.0,2.0,2.0,house,12162000.0,7.0
133,2008,0.8449999999999999,1.0,2.0,2.0,semi detached,6360000.0,4.0
134,2008,0.8449999999999999,1.0,2.0,3.0,house,2733000.0,3.0
135,2008,0.8449999999999999,1.0,3.0,0.0,house,23580750.0,19.0
136,2008,0.8449999999999999,1.0,3.0,0.0,semi detached,5617000.0,5.0
137,2008,0.8449999999999999,1.0,3.0,1.0,apartment,1946000.0,2.0
138,2008,0.8449999999999999,1.0,3.0,1.0,house,27116000.0,21.0
139,2008,0.8449999999999999,1.0,3.0,1.0,semi detached,2520000.0,2.0
140,2008,0.8449999999999999,1.0,3.0,2.0,house,7695000.0,5.0
141,2008,0.8449999999999999,1.0,3.0,3.0,house,1400000.0,1.0
142,2008,0.8449999999999999,1.0,4.0,0.0,house,6460000.0,4.0
143,2008,0.8449999999999999,1.0,4.0,1.0,apartment,1200000.0,3.0
144,2008,0.8449999999999999,1.0,4.0,1.0,house,14500000.0,8.0
145,2008,0.8449999999999999,1.0,4.0,2.0,house,8539500.0,5.0
146,2008,0.8449999999999999,1.0,4.0,2.0,semi detached,1335000.0,1.0
147,2008,0.8449999999999999,1.0,4.0,3.0,apartment,978000.0,3.0
148,2008,0.8449999999999999,2.0,1.0,0.0,apartment,1870000.0,2.0
149,2008,0.8449999999999999,2.0,1.0,1.0,apartment,1970000.0,2.0
150,2008,0.8449999999999999,2.0,2.0,0.0,apartment,8365000.0,9.0
151,2008,0.8449999999999999,2.0,2.0,0.0,house,3177500.0,3.0
152,2008,0.8449999999999999,2.0,2.0,0.0,semi detached,850000.0,1.0
153,2008,0.8449999999999999,2.0,2.0,1.0,apartment,74354000.0,72.0
154,2008,0.8449999999999999,2.0,2.0,1.0,house,6792000.0,3.0
155,2008,0.8449999999999999,2.0,2.0,1.0,semi detached,1450000.0,1.0
156,2008,0.8449999999999999,2.0,2.0,2.0,apartment,26036300.0,17.0
157,2008,0.8449999999999999,2.0,2.0,3.0,apartment,2200000.0,2.0
158,2008,0.8449999999999999,2.0,3.0,0.0,apartment,1710000.0,2.0
159,2008,0.8449999999999999,2.0,3.0,0.0,house,2706000.0,2.0
160,2008,0.8449999999999999,2.0,3.0,1.0,apartment,18651000.0,17.0
161,2008,0.8449999999999999,2.0,3.0,1.0,house,20435000.0,12.0
162,2008,0.8449999999999999,2.0,3.0,1.0,semi detached,3712000.0,3.0
163,2008,0.8449999999999999,2.0,3.0,2.0,apartment,20718500.0,14.0
164,2008,0.8449999999999999,2.0,3.0,2.0,house,7507000.0,4.0
165,2008,0.8449999999999999,2.0,3.0,2.0,semi detached,1025000.0,1.0
166,2008,0.8449999999999999,2.0,3.0,3.0,house,7150000.0,2.0
167,2008,0.8449999999999999,2.0,4.0,0.0,house,10675000.0,6.0
168,2008,0.8449999999999999,2.0,4.0,1.0,apartment,2200000.0,1.0
169,2008,0.8449999999999999,2.0,4.0,1.0,house,22420000.0,12.0
170,2008,0.8449999999999999,2.0,4.0,1.0,semi detached,1007000.0,1.0
171,2008,0.8449999999999999,2.0,4.0,2.0,house,5360000.0,3.0
172,2008,0.8449999999999999,2.0,4.0,3.0,house,3700000.0,2.0
173,2008,0.8449999999999999,3.0,0.0,3.0,house,5110000.0,1.0
174,2008,0.8449999999999999,3.0,3.0,1.0,house,4615000.0,3.0
175,2008,0.8449999999999999,3.0,3.0,2.0,apartment,4396000.0,2.0
176,2008,0.8449999999999999,3.0,4.0,1.0,house,3791000.0,2.0
177,2008,0.8449999999999999,3.0,4.0,1.0,semi detached,3550000.0,2.0
178,2008,0.8449999999999999,3.0,4.0,2.0,house,1480000.0,1.0
179,2008,0.8449999999999999,3.0,4.0,3.0,house,7100000.0,2.0
180,2008,0.8449999999999999,4.0,4.0,1.0,house,2880000.0,3.0
181,2008,0.8449999999999999,5.0,4.0,0.0,house,29050000.0,11.0
182,2008,0.8449999999999999,5.0,4.0,1.0,apartment,40000.0,1.0
183,2008,0.8449999999999999,5.0,4.0,2.0,house,3200000.0,2.0
184,2008,0.8449999999999999,5.0,4.0,3.0,apartment,725000.0,1.0
185,2008,0.8449999999999999,5.0,4.0,3.0,house,5400000.0,2.0
186,2009,0.9324999999999998,1.0,0.0,0.0,apartment,4772600.0,14.0
187,2009,0.9324999999999998,1.0,0.0,1.0,other,154000.0,4.0
188,2009,0.9324999999999998,1.0,1.0,0.0,apartment,49401100.0,95.0
189,2009,0.9324999999999998,1.0,1.0,0.0,house,2098500.0,3.0
190,2009,0.9324999999999998,1.0,1.0,1.0,apartment,121906391.0,183.0
191,2009,0.9324999999999998,1.0,1.0,1.0,house,750000.0,2.0
192,2009,0.9324999999999998,1.0,1.0,2.0,apartment,1625000.0,2.0
193,2009,0.9324999999999998,1.0,1.0,3.0,apartment,1800000.0,3.0
194,2009,0.9324999999999998,1.0,2.0,0.0,apartment,2987800.0,3.0
195,2009,0.9324999999999998,1.0,2.0,0.0,house,18189000.0,16.0
196,2009,0.9324999999999998,1.0,2.0,0.0,semi detached,3090000.0,3.0
197,2009,0.9324999999999998,1.0,2.0,1.0,apartment,16007500.0,21.0
198,2009,0.9324999999999998,1.0,2.0,1.0,house,1610000.0,1.0
199,2009,0.9324999999999998,1.0,2.0,2.0,apartment,660000.0,1.0
200,2009,0.9324999999999998,1.0,2.0,3.0,house,800000.0,1.0
201,2009,0.9324999999999998,1.0,3.0,0.0,house,7482500.0,5.0
202,2009,0.9324999999999998,1.0,3.0,0.0,semi detached,6276000.0,5.0
203,2009,0.9324999999999998,1.0,3.0,1.0,house,1400000.0,1.0
204,2009,0.9324999999999998,1.0,3.0,1.0,semi detached,1600000.0,1.0
205,2009,0.9324999999999998,1.0,4.0,0.0,house,1430000.0,1.0
206,2009,0.9324999999999998,1.0,4.0,3.0,apartment,320000.0,1.0
207,2009,0.9324999999999998,2.0,1.0,1.0,apartment,1760000.0,2.0
208,2009,0.9324999999999998,2.0,1.0,2.0,apartment,1100000.0,1.0
209,2009,0.9324999999999998,2.0,2.0,0.0,apartment,11937500.0,17.0
210,2009,0.9324999999999998,2.0,2.0,0.0,house,4190000.0,3.0
211,2009,0.9324999999999998,2.0,2.0,1.0,apartment,396398888.0,370.0
212,2009,0.9324999999999998,2.0,2.0,2.0,apartment,167919500.0,110.0
213,2009,0.9324999999999998,2.0,2.0,3.0,apartment,2640000.0,3.0
214,2009,0.9324999999999998,2.0,2.0,3.0,semi detached,1400000.0,1.0
215,2009,0.9324999999999998,2.0,3.0,0.0,house,11873000.0,9.0
216,2009,0.9324999999999998,2.0,3.0,0.0,semi detached,1550000.0,1.0
217,2009,0.9324999999999998,2.0,3.0,1.0,apartment,16903500.0,14.0
218,2009,0.9324999999999998,2.0,3.0,1.0,house,3570000.0,2.0
219,2009,0.9324999999999998,2.0,3.0,2.0,apartment,428477452.0,190.0
220,2009,0.9324999999999998,2.0,3.0,2.0,house,4400000.0,2.0
221,2009,0.9324999999999998,2.0,3.0,2.0,semi detached,3950000.0,2.0
222,2009,0.9324999999999998,2.0,3.0,3.0,apartment,6235000.0,3.0
223,2009,0.9324999999999998,2.0,4.0,0.0,apartment,875000.0,1.0
224,2009,0.9324999999999998,2.0,4.0,2.0,house,3000000.0,2.0
225,2009,0.9324999999999998,2.0,4.0,2.0,semi detached,2391800.0,1.0
226,2009,0.9324999999999998,2.0,4.0,3.0,semi detached,11400000.0,4.0
227,2009,0.9324999999999998,3.0,2.0,1.0,apartment,5355000.0,3.0
228,2009,0.9324999999999998,3.0,2.0,2.0,apartment,14322000.0,7.0
229,2009,0.9324999999999998,3.0,2.0,3.0,house,1545000.0,1.0
230,2009,0.9324999999999998,3.0,3.0,1.0,apartment,11889000.0,7.0
231,2009,0.9324999999999998,3.0,3.0,1.0,semi detached,1600000.0,1.0
232,2009,0.9324999999999998,3.0,3.0,2.0,apartment,161458000.0,50.0
233,2009,0.9324999999999998,3.0,3.0,3.0,apartment,46890000.0,10.0
234,2009,0.9324999999999998,3.0,3.0,3.0,semi detached,2600000.0,1.0
235,2009,0.9324999999999998,3.0,4.0,2.0,apartment,8000000.0,3.0
236,2009,0.9324999999999998,3.0,4.0,2.0,semi detached,8152000.0,4.0
237,2009,0.9324999999999998,3.0,4.0,3.0,semi detached,4140000.0,1.0
238,2009,0.9324999999999998,4.0,0.0,0.0,house,1630000.0,1.0
239,2009,0.9324999999999998,4.0,3.0,0.0,house,1760000.0,1.0
240,2009,0.9324999999999998,4.0,3.0,1.0,house,1800000.0,1.0
241,2009,0.9324999999999998,4.0,3.0,2.0,apartment,5250000.0,2.0
242,2009,0.9324999999999998,4.0,4.0,0.0,house,1399000.0,1.0
243,2009,0.9324999999999998,4.0,4.0,1.0,semi detached,3650000.0,1.0
244,2009,0.9324999999999998,4.0,4.0,2.0,apartment,2675000.0,1.0
245,2009,0.9324999999999998,4.0,4.0,2.0,house,2075000.0,1.0
246,2009,0.9324999999999998,4.0,4.0,3.0,apartment,10918000.0,2.0
247,2009,0.9324999999999998,5.0,4.0,1.0,land,31000.0,1.0
248,2009,0.9324999999999998,5.0,4.0,1.0,other,283000.0,5.0
249,2009,0.9324999999999998,5.0,4.0,3.0,apartment,12000000.0,1.0
250,2010,2.1733,1.0,0.0,0.0,apartment,67976250.0,157.0
251,2010,2.1733,1.0,0.0,0.0,house,900000.0,2.0
252,2010,2.1733,1.0,0.0,1.0,apartment,9931699.0,22.0
253,2010,2.1733,1.0,0.0,3.0,house,4012000.0,2.0
254,2010,2.1733,1.0,1.0,0.0,apartment,380762737.0,655.0
255,2010,2.1733,1.0,1.0,0.0,house,23777000.0,26.0
256,2010,2.1733,1.0,1.0,0.0,semi detached,1000000.0,1.0
257,2010,2.1733,1.0,1.0,1.0,apartment,336825171.0,454.0
258,2010,2.1733,1.0,1.0,1.0,house,2273000.0,3.0
259,2010,2.1733,1.0,1.0,1.0,other,67500.0,1.0
260,2010,2.1733,1.0,1.0,2.0,apartment,8445000.0,12.0
261,2010,2.1733,1.0,1.0,3.0,apartment,17460000.0,35.0
262,2010,2.1733,1.0,1.0,3.0,house,2270000.0,3.0
263,2010,2.1733,1.0,2.0,0.0,apartment,108055892.0,136.0
264,2010,2.1733,1.0,2.0,0.0,house,223848750.0,199.0
265,2010,2.1733,1.0,2.0,0.0,semi detached,24025000.0,19.0
266,2010,2.1733,1.0,2.0,1.0,apartment,219516372.0,228.0
267,2010,2.1733,1.0,2.0,1.0,house,31870500.0,26.0
268,2010,2.1733,1.0,2.0,1.0,semi detached,3242000.0,2.0
269,2010,2.1733,1.0,2.0,2.0,apartment,8753500.0,7.0
270,2010,2.1733,1.0,2.0,2.0,house,13010000.0,8.0
271,2010,2.1733,1.0,2.0,3.0,apartment,7446311.0,10.0
272,2010,2.1733,1.0,2.0,3.0,house,7006000.0,6.0
273,2010,2.1733,1.0,2.0,3.0,semi detached,3351000.0,4.0
274,2010,2.1733,1.0,3.0,0.0,apartment,770000.0,1.0
275,2010,2.1733,1.0,3.0,0.0,house,123480000.0,92.0
276,2010,2.1733,1.0,3.0,0.0,semi detached,13420000.0,9.0
277,2010,2.1733,1.0,3.0,1.0,apartment,12596000.0,9.0
278,2010,2.1733,1.0,3.0,1.0,house,36326500.0,24.0
279,2010,2.1733,1.0,3.0,1.0,semi detached,10311000.0,6.0
280,2010,2.1733,1.0,3.0,2.0,house,18505000.0,11.0
281,2010,2.1733,1.0,3.0,3.0,house,1950000.0,1.0
282,2010,2.1733,1.0,3.0,3.0,semi detached,4386000.0,2.0
283,2010,2.1733,1.0,4.0,0.0,house,32443500.0,20.0
284,2010,2.1733,1.0,4.0,0.0,semi detached,14813000.0,8.0
285,2010,2.1733,1.0,4.0,1.0,apartment,2086000.0,5.0
286,2010,2.1733,1.0,4.0,1.0,house,23059000.0,13.0
287,2010,2.1733,1.0,4.0,1.0,semi detached,4025000.0,2.0
288,2010,2.1733,1.0,4.0,2.0,house,4980000.0,3.0
289,2010,2.1733,1.0,4.0,3.0,apartment,3516000.0,10.0
290,2010,2.1733,1.0,4.0,3.0,semi detached,1435000.0,1.0
291,2010,2.1733,2.0,1.0,0.0,apartment,3397000.0,5.0
292,2010,2.1733,2.0,1.0,1.0,apartment,4470000.0,3.0
293,2010,2.1733,2.0,1.0,1.0,house,5485000.0,5.0
294,2010,2.1733,2.0,1.0,2.0,house,7340000.0,2.0
295,2010,2.1733,2.0,2.0,0.0,apartment,33858160.0,34.0
296,2010,2.1733,2.0,2.0,0.0,house,50977500.0,41.0
297,2010,2.1733,2.0,2.0,0.0,semi detached,1075000.0,1.0
298,2010,2.1733,2.0,2.0,1.0,apartment,526214365.0,403.0
299,2010,2.1733,2.0,2.0,1.0,house,38369500.0,28.0
300,2010,2.1733,2.0,2.0,1.0,semi detached,5298000.0,4.0
301,2010,2.1733,2.0,2.0,2.0,apartment,131295500.0,86.0
302,2010,2.1733,2.0,2.0,2.0,house,1800000.0,1.0
303,2010,2.1733,2.0,2.0,3.0,apartment,5055000.0,6.0
304,2010,2.1733,2.0,2.0,3.0,house,2336000.0,2.0
305,2010,2.1733,2.0,3.0,0.0,house,132088000.0,85.0
306,2010,2.1733,2.0,3.0,0.0,semi detached,34788700.0,19.0
307,2010,2.1733,2.0,3.0,1.0,apartment,29637500.0,20.0
308,2010,2.1733,2.0,3.0,1.0,house,88984730.0,49.0
309,2010,2.1733,2.0,3.0,1.0,semi detached,9070000.0,5.0
310,2010,2.1733,2.0,3.0,2.0,apartment,109494000.0,56.0
311,2010,2.1733,2.0,3.0,2.0,house,31091000.0,16.0
312,2010,2.1733,2.0,3.0,2.0,semi detached,14938000.0,9.0
313,2010,2.1733,2.0,3.0,3.0,house,3800000.0,2.0
314,2010,2.1733,2.0,3.0,3.0,semi detached,5475000.0,3.0
315,2010,2.1733,2.0,4.0,0.0,house,75767000.0,43.0
316,2010,2.1733,2.0,4.0,0.0,semi detached,9906000.0,5.0
317,2010,2.1733,2.0,4.0,1.0,apartment,1580000.0,1.0
318,2010,2.1733,2.0,4.0,1.0,house,63137000.0,34.0
319,2010,2.1733,2.0,4.0,1.0,semi detached,20565000.0,10.0
320,2010,2.1733,2.0,4.0,2.0,house,44296000.0,21.0
321,2010,2.1733,2.0,4.0,2.0,semi detached,8440000.0,4.0
322,2010,2.1733,2.0,4.0,3.0,house,13885500.0,6.0
323,2010,2.1733,2.0,4.0,3.0,land,2500000.0,1.0
324,2010,2.1733,3.0,2.0,0.0,house,3130000.0,1.0
325,2010,2.1733,3.0,2.0,1.0,apartment,11202000.0,8.0
326,2010,2.1733,3.0,2.0,2.0,apartment,1025000.0,1.0
327,2010,2.1733,3.0,2.0,2.0,house,1060000.0,1.0
328,2010,2.1733,3.0,3.0,0.0,house,13300000.0,6.0
329,2010,2.1733,3.0,3.0,0.0,semi detached,3710000.0,2.0
330,2010,2.1733,3.0,3.0,1.0,apartment,3695000.0,3.0
331,2010,2.1733,3.0,3.0,1.0,house,24835000.0,13.0
332,2010,2.1733,3.0,3.0,1.0,semi detached,4570000.0,3.0
333,2010,2.1733,3.0,3.0,2.0,apartment,54113000.0,15.0
334,2010,2.1733,3.0,3.0,2.0,house,3605000.0,2.0
335,2010,2.1733,3.0,3.0,2.0,semi detached,11700000.0,6.0
336,2010,2.1733,3.0,4.0,0.0,apartment,1730000.0,1.0
337,2010,2.1733,3.0,4.0,0.0,house,14610000.0,8.0
338,2010,2.1733,3.0,4.0,0.0,semi detached,5500000.0,3.0
339,2010,2.1733,3.0,4.0,1.0,apartment,5320000.0,2.0
340,2010,2.1733,3.0,4.0,1.0,house,17332000.0,7.0
341,2010,2.1733,3.0,4.0,1.0,other,2420000.0,1.0
342,2010,2.1733,3.0,4.0,1.0,semi detached,2700000.0,1.0
343,2010,2.1733,3.0,4.0,2.0,apartment,70000.0,1.0
344,2010,2.1733,3.0,4.0,2.0,house,32250000.0,11.0
345,2010,2.1733,3.0,4.0,2.0,semi detached,3050000.0,1.0
346,2010,2.1733,3.0,4.0,3.0,apartment,5555000.0,1.0
347,2010,2.1733,3.0,4.0,3.0,house,2150000.0,1.0
348,2010,2.1733,4.0,3.0,0.0,semi detached,4510000.0,2.0
349,2010,2.1733,4.0,3.0,2.0,apartment,10500000.0,1.0
350,2010,2.1733,4.0,3.0,3.0,house,6500000.0,1.0
351,2010,2.1733,4.0,4.0,0.0,house,5876000.0,3.0
352,2010,2.1733,4.0,4.0,0.0,other,3180000.0,1.0
353,2010,2.1733,4.0,4.0,1.0,house,9230000.0,3.0
354,2010,2.1733,4.0,4.0,2.0,apartment,3300000.0,1.0
355,2010,2.1733,4.0,4.0,2.0,house,29660000.0,6.0
356,2010,2.1733,4.0,4.0,3.0,apartment,2900000.0,1.0
357,2010,2.1733,4.0,4.0,3.0,house,20320000.0,6.0
358,2010,2.1733,4.0,4.0,3.0,semi detached,14620000.0,3.0
359,2010,2.1733,5.0,4.0,0.0,semi detached,2200000.0,1.0
360,2010,2.1733,5.0,4.0,1.0,apartment,132500.0,2.0
361,2010,2.1733,5.0,4.0,1.0,house,5545000.0,2.0
362,2010,2.1733,5.0,4.0,2.0,house,7550000.0,1.0
363,2010,2.1733,5.0,4.0,2.0,other,130000.0,1.0
364,2010,2.1733,5.0,4.0,3.0,apartment,490000.0,2.0
365,2010,2.1733,5.0,4.0,3.0,land,2970000.0,1.0
366,2010,2.1733,5.0,4.0,3.0,semi detached,10315000.0,5.0
367,2011,1.4008999999999996,1.0,0.0,0.0,apartment,199577202.0,514.0
368,2011,1.4008999999999996,1.0,0.0,0.0,house,375000.0,1.0
369,2011,1.4008999999999996,1.0,0.0,0.0,other,870000.0,2.0
370,2011,1.4008999999999996,1.0,0.0,1.0,apartment,51089388.0,113.0
371,2011,1.4008999999999996,1.0,0.0,1.0,house,105000.0,1.0
372,2011,1.4008999999999996,1.0,0.0,1.0,other,275000.0,2.0
373,2011,1.4008999999999996,1.0,0.0,2.0,apartment,310000.0,3.0
374,2011,1.4008999999999996,1.0,1.0,0.0,apartment,482539000.0,810.0
